Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_GB,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR6977042,2018/4/10 10:52,2018/4/10 10:49,7012720,1853315168,7012720,264,0.75,765,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/006813/SRR6977042,SRX3918604,MP13,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP139287,PRJNA449491,,449491,SRS3153618,SAMN08905363,simple,942017,activated sludge metagenome,Santiago_MetaT_enzymatic,,,,,,,no,,,,,UNIVERSIDAD TECNICA PARTICULAR DE LOJA,SRA685751,,public,83805746CD4B7F407C4C2EEBC46A6577,0A8DE9B6A40AF7FF5802FC472B09325F
SRR7110443,2018/5/4 0:42,2018/5/3 22:48,22796151,4559230200,22796151,200,3.03,3103,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110443,SRX4038259,BPA-RNA-4-2,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255907,SAMN08937796,simple,942017,activated sludge metagenome,BPA-RNA-8,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,E1261904BDC3C6A79D280AB609CE8AA5,E561A442F60188F002BB9F69185FDF84
SRR7110444,2018/5/4 0:42,2018/5/3 22:50,22847362,4569472400,22847362,200,3.04,3108,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110444,SRX4038258,BPA-RNA-4-1,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255906,SAMN08937795,simple,942017,activated sludge metagenome,BPA-RNA-7,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,422F1725AD448734B3CB398BF54605CE,98550B8B00970FEB78110E0D74BA1A77
SRR7110445,2018/5/4 0:42,2018/5/3 22:49,21076176,4215235200,21076176,200,2.80,2872,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110445,SRX4038257,BPA-RNA-3-2,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255905,SAMN08937794,simple,942017,activated sludge metagenome,BPA-RNA-6,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,9441AC33F0E1BD6C67EB0C992D233B7A,D4E7648DB92A520FF5C1485AC5289D6C
SRR7110446,2018/5/4 0:42,2018/5/3 22:48,20886403,4177280600,20886403,200,2.78,2843,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110446,SRX4038256,BPA-RNA-3-1,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255904,SAMN08937793,simple,942017,activated sludge metagenome,BPA-RNA-5,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,A8A3765AB12984D68549018DAA802365,A562EEE98D793EBE574D84CDD4F48EF5
SRR7110447,2018/5/4 0:42,2018/5/3 22:49,25204542,5040908400,25204542,200,3.35,3432,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110447,SRX4038255,BPA-RNA-2-2,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255903,SAMN08937792,simple,942017,activated sludge metagenome,BPA-RNA-4,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,414B2CBD5ABC8FDDFA03BA4FF0AE84E6,A8169279710F64A03A33540077180E99
SRR7110448,2018/5/4 0:42,2018/5/3 22:51,29328742,5865748400,29328742,200,3.88,3972,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110448,SRX4038254,BPA-RNA-2-1,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255902,SAMN08937791,simple,942017,activated sludge metagenome,BPA-RNA-3,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,6F2A8E4C951D1FF12CEBD10F78BF6837,A5ADD35C478E6EEF0F9365B3A5CF3728
SRR7110449,2018/5/4 0:42,2018/5/3 22:50,26383565,5276713000,26383565,200,3.49,3578,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110449,SRX4038253,BPA-RNA-1-2,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255901,SAMN08937790,simple,942017,activated sludge metagenome,BPA-RNA-2,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,CACC8135FCE41A5BAB86563CF561C917,8CF8C4A47BDCA6FD1AE548EEFF8ADCCD
SRR7110450,2018/5/4 0:42,2018/5/3 22:49,26440628,5288125600,26440628,200,3.50,3583,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/006943/SRR7110450,SRX4038252,BPA-RNA-1-1,WGS,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144531,PRJNA450306,,450306,SRS3255900,SAMN08937789,simple,942017,activated sludge metagenome,BPA-RNA-1,,,,,,,no,,,,,PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL,SRA699477,,public,4D4189414A1DF469070A508BB0CE0E80,5C73CA4D3AF9578A9D23752439D2F0D7
SRR7473382,2018/7/5 13:27,2018/7/5 13:08,85899131,25941537562,85899131,302,11.57,11852,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7473382/SRR7473382.1,SRX4343013,AUHPH,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP152282,PRJNA464882,,464882,SRS3503588,SAMN09092707,simple,942017,activated sludge metagenome,Gp0123879,,,,,,,no,,,,,JGI,SRA733838,,public,515933E36EB7C7BF658AAFE47A6887A0,BED02C830A97E0ADB4DF171C94D20460
SRR7976295,2018/10/8 3:25,2018/10/8 3:20,38228918,11545133236,38228918,302,5.26,5390,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976295,SRX4809088,BTPNB,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164350,PRJNA444691,,444691,SRS3887504,SAMN08779558,simple,942017,activated sludge metagenome,Gp0197952,,,,,,,no,,,,,JGI,SRA790556,,public,5A347F2762EAE8857C5E257FDD7319BC,E18B64B206F0895BB335903621C9064D
SRR7976299,2018/10/8 3:22,2018/10/8 3:18,25724338,7768750076,25724338,302,3.29,3368,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976299,SRX4809092,BTPNO,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164352,PRJNA444696,,444696,SRS3887507,SAMN08779588,simple,942017,activated sludge metagenome,Gp0197957,,,,,,,no,,,,,JGI,SRA790559,,public,3F67B5AC7266F5BFA2094B1E388D1A1B,629701894C27EACF8D715D2BCD65ACBD
SRR7976300,2018/10/8 3:34,2018/10/8 3:25,30721125,9277779750,30721125,302,4.24,4339,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976300,SRX4809093,BTPNG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164353,PRJNA444693,,444693,SRS3887508,SAMN08779587,simple,942017,activated sludge metagenome,Gp0197954,,,,,,,no,,,,,JGI,SRA790560,,public,70885D299C5111E3F923DC4689967D79,5D1F96042AC8CEBF210232FA31AB8B71
SRR7976301,2018/10/8 3:38,2018/10/8 3:32,38520805,11633283110,38520805,302,5.16,5284,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976301,SRX4809094,BTPNS,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164354,PRJNA444698,,444698,SRS3887509,SAMN08779589,simple,942017,activated sludge metagenome,Gp0197959,,,,,,,no,,,,,JGI,SRA790558,,public,6EAA46AB033B9377D37E20A6B82666E1,C9C4D1ABC2E41C1D22481C356D6445FB
SRR7976310,2018/10/8 4:27,2018/10/8 4:21,31846940,9617775880,31846940,302,4.32,4428,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976310,SRX4809103,BTPNT,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164357,PRJNA444699,,444699,SRS3887518,SAMN08779559,simple,942017,activated sludge metagenome,Gp0197960,,,,,,,no,,,,,JGI,SRA790563,,public,FB952A1AD49D2D5DE0F4D5ECA627307F,EF28E74E87BB362D830FEB139DC83C89
SRR7976323,2018/10/8 4:47,2018/10/8 4:42,33495454,10115627108,33495454,302,4.56,4669,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976323,SRX4809116,BTPNY,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164359,PRJNA444703,,444703,SRS3887519,SAMN08779573,simple,942017,activated sludge metagenome,Gp0197964,,,,,,,no,,,,,JGI,SRA790576,,public,B92C5E401AC58995B192ACC714697239,1CA22C2399E8779D013B002A9A9FAD7B
SRR7976324,2018/10/8 4:47,2018/10/8 4:41,33218410,10031959820,33218410,302,4.50,4611,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976324,SRX4809117,BTPNZ,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164360,PRJNA444704,,444704,SRS3887520,SAMN08779590,simple,942017,activated sludge metagenome,Gp0197965,,,,,,,no,,,,,JGI,SRA790577,,public,FD1AC3D8AD21294E70DA73772617AFE7,4A6CEE5B69DE8F8FC117BBDE197E6669
SRR7976325,2018/10/8 4:58,2018/10/8 4:54,32508941,9817700182,32508941,302,4.49,4594,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976325,SRX4809118,BTPOC,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164361,PRJNA444707,,444707,SRS3887521,SAMN08779591,simple,942017,activated sludge metagenome,Gp0197968,,,,,,,no,,,,,JGI,SRA790578,,public,47959BC5820B9C12883365A97289D4CA,1A4B433C2A74DE238915E83B6475C3D9
SRR7976326,2018/10/8 5:02,2018/10/8 4:56,36917224,11149001648,36917224,302,4.94,5062,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976326,SRX4809119,BTPOG,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164362,PRJNA444708,,444708,SRS3887522,SAMN08779592,simple,942017,activated sludge metagenome,Gp0197969,,,,,,,no,,,,,JGI,SRA790579,,public,8033EBD6954EE9619AF30DA3A2E3B3B4,C1688FCD996C33D3C0FFD3D57E7E05ED
SRR7976327,2018/10/8 5:23,2018/10/8 5:17,35227368,10638665136,35227368,302,4.82,4937,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976327,SRX4809120,BTPOH,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164363,PRJNA444709,,444709,SRS3887523,SAMN08779560,simple,942017,activated sludge metagenome,Gp0197970,,,,,,,no,,,,,JGI,SRA790581,,public,B06D76216B1A6C774A30D662961280C6,D2376AFEF646825A51F5900F8CC61925
SRR7976356,2018/10/8 5:47,2018/10/8 5:41,31927575,9642127650,31927575,302,4.13,4226,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976356,SRX4809149,BTPOP,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164366,PRJNA444712,,444712,SRS3887527,SAMN08779594,simple,942017,activated sludge metagenome,Gp0197973,,,,,,,no,,,,,JGI,SRA790583,,public,FC1EA3729C1E960346A3E42E822E0016,FC774FB701FFA97CB890D3350B6B0C31
SRR7976357,2018/10/8 6:12,2018/10/8 6:06,34755658,10496208716,34755658,302,4.43,4539,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007789/SRR7976357,SRX4809150,BTPOT,RNA-Seq,other,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP164367,PRJNA444714,,444714,SRS3887528,SAMN08779566,simple,942017,activated sludge metagenome,Gp0197975,,,,,,,no,,,,,JGI,SRA790585,,public,F35C329F654C6943C547AEA9DA96198C,2831BFA4A2C0F83FD8F90947EBDB651D
SRR8554102,2019/2/9 21:28,2019/2/9 21:24,20724083,6258673066,20724083,302,2.49,2549,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554102,SRX5355879,CTWYS,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184984,PRJNA520008,,520008,SRS4347062,SAMN10864946,simple,942017,activated sludge metagenome,Gp0321311,,,,,,,no,,,,,JGI,SRA847662,,public,11D3E777C2F716A0F2900A944B4D1130,AFADF4EEAE2F0B692605EF5BB82BFF94
SRR8554104,2019/2/9 21:29,2019/2/9 21:26,24043783,7261222466,24043783,302,2.87,2942,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554104,SRX5355881,CTWYU,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184986,PRJNA520010,,520010,SRS4347064,SAMN10864945,simple,942017,activated sludge metagenome,Gp0321313,,,,,,,no,,,,,JGI,SRA847664,,public,2C3923EEEBAA55B63BC7A1AEF582B039,E71C647E661BB9892702D65743B650C0
SRR8554105,2019/2/9 21:29,2019/2/9 21:24,22304996,6736108792,22304996,302,2.67,2733,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554105,SRX5355882,CTWYT,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184987,PRJNA520009,,520009,SRS4347065,SAMN10865519,simple,942017,activated sludge metagenome,Gp0321312,,,,,,,no,,,,,JGI,SRA847665,,public,DC797FE51703E9E40ED2407494070764,FCED8E3316512689F44AFEEF16FA9D10
SRR8554343,2019/2/9 21:57,2019/2/9 21:53,22822086,6892269972,22822086,302,2.84,2906,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554343,SRX5356120,CTWYW,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184989,PRJNA520011,,520011,SRS4347067,SAMN10864925,simple,942017,activated sludge metagenome,Gp0321314,,,,,,,no,,,,,JGI,SRA847666,,public,89C0B9FE39ED58F3187FB74686BC7B3B,C0B478688FD7FF5676344B4408A8889B
SRR8554344,2019/2/9 22:06,2019/2/9 22:04,19816893,5984701686,19816893,302,2.37,2427,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554344,SRX5356121,CTWYX,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184990,PRJNA520012,,520012,SRS4347068,SAMN10864876,simple,942017,activated sludge metagenome,Gp0321315,,,,,,,no,,,,,JGI,SRA847667,,public,94F79C24B171320EC8B38417BB14867D,D22E60483BBEA85960F8AF847479457C
SRR8554345,2019/2/9 22:12,2019/2/9 22:09,23545021,7110596342,23545021,302,2.75,2817,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554345,SRX5356122,CTWYY,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184991,PRJNA520013,,520013,SRS4347069,SAMN10864889,simple,942017,activated sludge metagenome,Gp0321316,,,,,,,no,,,,,JGI,SRA847668,,public,9D06835A0026BB7D26EB2E9C405CAC49,15A7AD9EF868014EC5AB861A97B71738
SRR8554346,2019/2/9 22:29,2019/2/9 22:22,19707448,5951649296,19707448,302,2.29,2342,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554346,SRX5356123,CTWZH,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184992,PRJNA520019,,520019,SRS4347070,SAMN10864943,simple,942017,activated sludge metagenome,Gp0321322,,,,,,,no,,,,,JGI,SRA847672,,public,EF92AB5436AF158F37D7DF6247F18B90,78173FC47D7529EBC861858DD94C70A3
SRR8554347,2019/2/9 22:29,2019/2/9 22:24,25426095,7678680690,25426095,302,3.16,3235,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554347,SRX5356124,CTWZG,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184993,PRJNA520018,,520018,SRS4347071,SAMN10864861,simple,942017,activated sludge metagenome,Gp0321321,,,,,,,no,,,,,JGI,SRA847674,,public,97AEB59E2656685C95E7991B865AAC73,7D9CDB70508E6AD77E01C40606E1389A
SRR8554348,2019/2/9 22:29,2019/2/9 22:24,21941383,6626297666,21941383,302,2.64,2708,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554348,SRX5356125,CTWZA,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184994,PRJNA520015,,520015,SRS4347072,SAMN10865667,simple,942017,activated sludge metagenome,Gp0321318,,,,,,,no,,,,,JGI,SRA847669,,public,0B52022D90116DB7B1B0EAC4C80BA338,692AB555BB7135A5A3EF4156A0F0C889
SRR8554349,2019/2/9 22:29,2019/2/9 22:22,22431426,6774290652,22431426,302,2.64,2704,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554349,SRX5356126,CTWZC,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184995,PRJNA520017,,520017,SRS4347073,SAMN10864924,simple,942017,activated sludge metagenome,Gp0321320,,,,,,,no,,,,,JGI,SRA847670,,public,AA78CFC5E5F0C2A306F308EC5FC9247C,12EC5F7CF6B69ACBBB5E96BFD2C31FC6
SRR8554350,2019/2/9 22:29,2019/2/9 22:22,20617728,6226553856,20617728,302,2.44,2499,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554350,SRX5356127,CTWZB,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184996,PRJNA520016,,520016,SRS4347074,SAMN10864860,simple,942017,activated sludge metagenome,Gp0321319,,,,,,,no,,,,,JGI,SRA847671,,public,749AC0D3D8BB6A9E75A7CB87D44416BB,391A1D4C34EB4B6276DF64F7E255C2B2
SRR8554351,2019/2/9 22:29,2019/2/9 22:22,20348397,6145215894,20348397,302,2.41,2467,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554351,SRX5356128,CTWYZ,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184997,PRJNA520014,,520014,SRS4347075,SAMN10864944,simple,942017,activated sludge metagenome,Gp0321317,,,,,,,no,,,,,JGI,SRA847673,,public,D42394D0675A9A9DD500D49763091583,984E5056528DEBC12E200109A9F922FA
SRR8554352,2019/2/9 22:46,2019/2/9 22:42,22456087,6781738274,22456087,302,2.57,2631,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554352,SRX5356129,CTWZN,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184998,PRJNA520020,,520020,SRS4347076,SAMN10865520,simple,942017,activated sludge metagenome,Gp0321323,,,,,,,no,,,,,JGI,SRA847675,,public,37992EA39B91FED05E67B07775FB2A4E,FD62B57DC1502C114C3828E240BEEF17
SRR8554353,2019/2/9 22:58,2019/2/9 22:55,26273045,7934459590,26273045,302,3.04,3111,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554353,SRX5356130,CTWZO,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP184999,PRJNA520021,,520021,SRS4347077,SAMN10864942,simple,942017,activated sludge metagenome,Gp0321324,,,,,,,no,,,,,JGI,SRA847676,,public,7B897DE040BB683BD77F81730F0349C5,25A0CC2C8F5C5EF4D3E3E087A0E3ADD3
SRR8554354,2019/2/10 1:11,2019/2/9 23:07,23007208,6948176816,23007208,302,2.71,2772,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554354,SRX5356131,CTWZS,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185000,PRJNA520023,,520023,SRS4347078,SAMN10864862,simple,942017,activated sludge metagenome,Gp0321326,,,,,,,no,,,,,JGI,SRA847677,,public,39EEA0113DFBAF1852B1C5D0585A1D48,56B0092FB123B41389CBA35579CC9563
SRR8554355,2019/2/10 1:11,2019/2/9 23:09,25336206,7651534212,25336206,302,3.00,3067,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554355,SRX5356132,CTWZP,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185001,PRJNA520022,,520022,SRS4347079,SAMN10864923,simple,942017,activated sludge metagenome,Gp0321325,,,,,,,no,,,,,JGI,SRA847678,,public,0D21B3C276D218319F963A162714D3F5,DBC80FDD15EA7A863CB064A25DF1E6E2
SRR8554366,2019/2/10 1:25,2019/2/10 1:21,20222070,6107065140,20222070,302,2.33,2386,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554366,SRX5356143,CTWZY,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185003,PRJNA520028,,520028,SRS4347090,SAMN10865521,simple,942017,activated sludge metagenome,Gp0321331,,,,,,,no,,,,,JGI,SRA847680,,public,5DC22D0C0B7E9E234A1CAC89403D3D3C,58BF9D57735187155C3CD26A1DE0F02C
SRR8554367,2019/2/10 1:28,2019/2/10 1:24,25509337,7703819774,25509337,302,3.11,3185,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554367,SRX5356144,CTXAB,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185004,PRJNA520031,,520031,SRS4347091,SAMN10864863,simple,942017,activated sludge metagenome,Gp0321334,,,,,,,no,,,,,JGI,SRA847687,,public,56541B247D18F130E91E225A6D68C285,26FBE133E12EB701AF3DFD471E141B4E
SRR8554393,2019/2/10 1:23,2019/2/10 1:19,16327970,4931046940,16327970,302,1.88,1923,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554393,SRX5356170,CTWZX,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185005,PRJNA520027,,520027,SRS4347093,SAMN10864922,simple,942017,activated sludge metagenome,Gp0321330,,,,,,,no,,,,,JGI,SRA847679,,public,F576C3F2D2CFDEAEB17D337F92917154,20B57923AC55A0846F4D1A557A381DEC
SRR8554394,2019/2/10 1:25,2019/2/10 1:22,20305049,6132124798,20305049,302,2.41,2471,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554394,SRX5356171,CTWZT,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185006,PRJNA520024,,520024,SRS4347094,SAMN10864921,simple,942017,activated sludge metagenome,Gp0321327,,,,,,,no,,,,,JGI,SRA847682,,public,40E0694E08C88FCABE8726AD28F52610,8F2A346DB4D47B141C8CCF8B284A6DE5
SRR8554395,2019/2/10 1:27,2019/2/10 1:23,22959479,6933762658,22959479,302,2.75,2815,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554395,SRX5356172,CTWZU,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185007,PRJNA520025,,520025,SRS4347095,SAMN10864877,simple,942017,activated sludge metagenome,Gp0321328,,,,,,,no,,,,,JGI,SRA847683,,public,980588CE556D53A1394B21A6264E62B6,B99A15766C3C44B584A174A9562ACA9F
SRR8554396,2019/2/10 1:25,2019/2/10 1:22,22824940,6893131880,22824940,302,2.80,2864,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554396,SRX5356173,CTXAA,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185008,PRJNA520030,,520030,SRS4347096,SAMN10864916,simple,942017,activated sludge metagenome,Gp0321333,,,,,,,no,,,,,JGI,SRA847685,,public,BFAA5E54BC699467582C8E09E5E8E5FA,32C30AD2E3157E6335881A67FA0654B5
SRR8554397,2019/2/10 1:27,2019/2/10 1:23,24559359,7416926418,24559359,302,3.10,3179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008353/SRR8554397,SRX5356174,CTWZW,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP185009,PRJNA520026,,520026,SRS4347097,SAMN10864941,simple,942017,activated sludge metagenome,Gp0321329,,,,,,,no,,,,,JGI,SRA847681,,public,07906978DEE47559D6EDC0AB50F70191,31EE3F719742FBF0A6B32694C18F4FB3
